cohort,seed,candidate_build,published_build,PlayerID,status,Name,Team,Age,Baseline,CandidateMeanDelta,PublishedMeanDelta,DeltaDifference,CandidateMeanOvr,PublishedMeanOvr,OvrDifference,CandidateStdDelta,PublishedStdDelta
sample,7,20260919031638,20260919031639,2020,shared,Edy Tavares,ATL,26,40.0,0.99,-2.16,3.1500000000000004,40.99,37.84,3.1499999999999986,4.991902534013551,2.5573028721287545
sample,7,20260919031638,20260919031639,2024,shared,Tyshawn Taylor,MIA,28,56.0,-0.95,-0.22,-0.73,55.05,55.78,-0.730000000000004,1.7019003045021894,1.5214294182601684
sample,7,20260919031638,20260919031639,2055,shared,Axel Toupane,NOL,26,32.0,1.82,1.45,0.3700000000000001,33.82,33.45,0.36999999999999744,5.199805746177427,4.245913067618999
sample,7,20260919031638,20260919031639,2068,shared,Jonas Valančiūnas,SA,26,66.0,0.34,0.81,-0.47000000000000003,66.34,66.81,-0.46999999999999886,0.831452422759794,0.7479939501726931
sample,7,20260919031638,20260919031639,2113,shared,Travis Wear,BOS,28,36.0,0.1,1.85,-1.75,36.1,37.85,-1.75,4.783177592227564,4.393234008165858
sample,7,20260919031638,20260919031639,2169,shared,Jeff Withey,MEM,28,45.0,-0.95,-2.58,1.6300000000000001,44.05,42.42,1.6299999999999955,4.985585282197125,3.1692334095235717
sample,7,20260919031638,20260919031639,2175,shared,Delon Wright,CHA,26,45.0,1.75,0.24,1.51,46.75,45.24,1.509999999999998,5.341612891517719,3.7257498736780654
sample,7,20260919031638,20260919031639,2188,shared,Cody Zeller,NYK,26,51.0,0.3,0.0,0.3,51.3,51.0,0.29999999999999716,2.148525451597355,2.3868325657594203
sample,7,20260919031638,20260919031639,2190,shared,Tyler Zeller (PO),OKC,28,60.0,-0.22,1.12,-1.34,59.78,61.12,-1.3399999999999963,1.168440210388416,0.6400757530925303
sample,99,20260919031640,20260919031641,2,shared,Arron Afflalo,DET,33,57.0,-1.43,-1.23,-0.19999999999999996,55.57,55.77,-0.20000000000000284,1.1304330090185744,0.9084897001912213
sample,99,20260919031640,20260919031641,4,shared,Alexis Ajinça,SA,30,58.0,-0.77,-0.2,-0.5700000000000001,57.23,57.8,-0.5700000000000003,1.071720979819775,0.6030226891555273
sample,99,20260919031640,20260919031641,7,shared,LaMarcus Aldridge (PO),TOR,33,68.0,-0.7,0.2,-0.8999999999999999,67.3,68.2,-0.9000000000000057,0.8226589066968624,0.5504818825631803
sample,99,20260919031640,20260919031641,8,shared,Lavoy Allen,CHI,29,54.0,-1.18,0.22,-1.4,52.82,54.22,-1.3999999999999986,1.7313508476261412,0.927470765146816
sample,99,20260919031640,20260919031641,12,shared,Al-Farouq Aminu,MIN,28,53.0,-1.18,-1.01,-0.16999999999999993,51.82,51.99,-0.1700000000000017,3.6497682228886923,1.9720009834652417
sample,99,20260919031640,20260919031641,16,shared,James Anderson (PO),MEM,29,57.0,-0.65,-0.67,0.020000000000000018,56.35,56.33,0.020000000000003126,1.0576799462440747,0.697108023163983
sample,99,20260919031640,20260919031641,17,shared,Ryan Anderson (PO),MIA,30,60.0,-0.89,1.11,-2.0,59.11,61.11,-2.0,0.9733312577810996,0.7640270765734509
sample,99,20260919031640,20260919031641,18,shared,Carmelo Anthony (PO),MEM,34,72.0,-2.06,-0.9,-1.1600000000000001,69.94,71.1,-1.1599999999999966,0.8265786854452051,0.674199862463242
sample,99,20260919031640,20260919031641,22,shared,Trevor Ariza,MIA,33,59.0,-1.42,-1.54,0.1200000000000001,57.58,57.46,0.11999999999999744,0.9009534792191944,0.8577631233374258
sample,99,20260919031640,20260919031641,28,shared,D.J. Augustin,UTA,31,53.0,-1.41,-2.11,0.7,51.59,50.89,0.7000000000000028,1.6581296509603642,1.3325376413657384
sample,99,20260919031640,20260919031641,29,shared,Gustavo Ayón,POR,33,50.0,-3.59,-3.08,-0.5099999999999998,46.41,46.92,-0.5100000000000051,2.1606910604216094,1.4817407180595243
sample,99,20260919031640,20260919031641,35,shared,Andrea Bargnani (PO),SAC,33,64.0,-1.41,-1.49,0.08000000000000007,62.59,62.51,0.0800000000000054,0.9330627313348554,0.7034546786030246
sample,99,20260919031640,20260919031641,41,shared,Brandon Bass,WAS,33,57.0,-2.05,-1.84,-0.20999999999999974,54.95,55.16,-0.20999999999999375,1.6659089186544758,0.6922368952836301
sample,99,20260919031640,20260919031641,44,shared,Nicolas Batum (PO),TOR,30,63.0,-1.05,-0.53,-0.52,61.95,62.47,-0.519999999999996,0.9987365756167876,0.7581876316905234
sample,99,20260919031640,20260919031641,45,shared,Jerryd Bayless (TO),CHI,30,62.0,-0.91,0.69,-1.6,61.09,62.69,-1.5999999999999943,0.9649933270298406,0.706320670013903
sample,99,20260919031640,20260919031641,47,shared,Michael Beasley,GSW,29,64.0,-0.77,0.48,-1.25,63.23,64.48,-1.250000000000007,0.8973023543664169,0.68872595010166
sample,99,20260919031640,20260919031641,50,shared,Marco Belinelli,DET,32,53.0,-2.0,-6.45,4.45,51.0,46.55,4.450000000000003,2.4162747853635853,1.166666666666667
sample,99,20260919031640,20260919031641,59,shared,Bismack Biyombo,POR,26,56.0,0.43,0.63,-0.2,56.43,56.63,-0.20000000000000284,0.9455370981830401,1.6121696278899778
sample,99,20260919031640,20260919031641,60,shared,DeJuan Blair,MIN,29,56.0,-0.8,-0.19,-0.6100000000000001,55.2,55.81,-0.6099999999999994,2.5425669046549135,1.228409499714936
sample,99,20260919031640,20260919031641,63,shared,Eric Bledsoe,UTA,29,55.0,-0.99,-1.62,0.6300000000000001,54.01,53.38,0.6299999999999955,1.8829109207165207,1.3316656236958786
sample,99,20260919031640,20260919031641,69,shared,Chris Bosh  (PO),ATL,34,64.0,-1.63,-0.76,-0.8699999999999999,62.37,63.24,-0.8700000000000045,0.8367203894378397,0.6375457995035702
sample,99,20260919031640,20260919031641,77,shared,Ronnie Brewer,MIN,33,57.0,-1.78,-3.6,1.82,55.22,53.4,1.8200000000000003,1.2679419417610442,0.7913675671030663
sample,99,20260919031640,20260919031641,79,shared,Aaron Brooks (PO),UTA,33,48.0,-3.7,-2.99,-0.71,44.3,45.01,-0.7100000000000009,2.5246261849504323,1.2909553270991438
sample,99,20260919031640,20260919031641,80,shared,MarShon Brooks,ORL,29,61.0,-0.17,0.75,-0.92,60.83,61.75,-0.9200000000000017,0.9107106782035331,0.7436600722307896
sample,99,20260919031640,20260919031641,82,shared,Derrick Brown,CLE,31,54.0,-2.48,-6.01,3.53,51.52,47.99,3.530000000000001,1.9564965596388837,0.9480975102218592
sample,99,20260919031640,20260919031641,84,shared,Shannon Brown,UTA,33,54.0,-3.8,-2.93,-0.8699999999999997,50.2,51.07,-0.8699999999999974,1.8422647458873533,1.3046536751648738
sample,99,20260919031640,20260919031641,85,shared,Kobe Bryant,DET,40,53.0,-9.35,-5.65,-3.6999999999999993,43.65,47.35,-3.700000000000003,2.157322508119823,1.122542208605543
sample,99,20260919031640,20260919031641,86,shared,Chase Budinger,OKC,30,57.0,-0.84,-0.38,-0.45999999999999996,56.16,56.62,-0.46000000000000085,1.4335095029156575,0.8012616314414422
sample,99,20260919031640,20260919031641,87,shared,Alec Burks,UTA,27,73.0,0.82,0.9,-0.08000000000000007,73.82,73.9,-0.0800000000000125,0.8689945426477171,0.7453559924999299
sample,99,20260919031640,20260919031641,92,shared,Andrew Bynum (PO),LAC,31,65.0,-1.01,-0.83,-0.18000000000000005,63.99,64.17,-0.17999999999999972,0.8586458683722452,0.6039432711335351
sample,99,20260919031640,20260919031641,101,shared,Omri Casspi (PO),CLE,30,59.0,-0.92,-0.48,-0.44000000000000006,58.08,58.52,-0.44000000000000483,0.9393743888483665,0.6110100926607785
sample,99,20260919031640,20260919031641,103,shared,Mario Chalmers (PO),MEM,32,58.0,-1.02,-1.8,0.78,56.98,56.2,0.779999999999994,0.994733607301447,0.9744203145947593
sample,99,20260919031640,20260919031641,109,shared,Earl Clark,ORL,30,51.0,-1.24,-0.68,-0.5599999999999999,49.76,50.32,-0.5600000000000023,2.5150857968778246,1.0237581785171772
sample,99,20260919031640,20260919031641,111,shared,Darren Collison,MIA,31,58.0,-1.13,-2.03,0.8999999999999999,56.87,55.97,0.8999999999999986,0.9282872247947679,0.6105966613307698
sample,99,20260919031640,20260919031641,114,shared,Mike Conley,GSW,31,67.0,-0.88,-1.68,0.7999999999999999,66.12,65.32,0.8000000000000114,0.9458041311738148,0.6945676658355487
sample,99,20260919031640,20260919031641,117,shared,Daequan Cook (PO),SAC,31,59.0,-1.26,-1.59,0.33000000000000007,57.74,57.41,0.3300000000000054,0.8117819282232754,0.6830561152391921
sample,99,20260919031640,20260919031641,120,shared,DeMarcus Cousins,MIN,28,72.0,-0.67,0.37,-1.04,71.33,72.37,-1.0400000000000063,0.8415353933031086,0.774009631135756
sample,99,20260919031640,20260919031641,123,shared,Jamal Crawford,SA,38,53.0,-7.07,-6.18,-0.8900000000000006,45.93,46.82,-0.8900000000000006,2.857755706278561,1.3362090201216819
sample,99,20260919031640,20260919031641,124,shared,Jordan Crawford (PO),IND,30,65.0,-0.7,0.43,-1.13,64.3,65.43,-1.1300000000000097,0.8468599159080074,0.7555184185763314
sample,99,20260919031640,20260919031641,128,shared,Stephen Curry (PO),MEM,30,71.0,0.61,2.07,-1.46,71.61,73.07,-1.4599999999999937,0.897752524897366,0.7282884321503675
sample,99,20260919031640,20260919031641,139,shared,Glen Davis,CHI,32,57.0,-1.06,-1.14,0.07999999999999985,55.94,55.86,0.0799999999999983,1.0329911456884358,0.7388224318864349
sample,99,20260919031640,20260919031641,143,shared,Austin Daye (PO),LAC,30,59.0,-0.4,0.84,-1.24,58.6,59.84,-1.240000000000002,0.9320337272260424,0.6922368952836297
sample,99,20260919031640,20260919031641,146,shared,Luol Deng,HOU,33,63.0,-0.63,-1.21,0.58,62.37,61.79,0.5799999999999983,0.9062632792478855,0.640312423743285
sample,99,20260919031640,20260919031641,157,shared,Goran Dragić,HOU,32,62.0,-0.28,-1.06,0.78,61.72,60.94,0.7800000000000011,0.8174856746652067,0.7081060241334918
sample,99,20260919031640,20260919031641,164,shared,Kevin Durant (PO),OKC,30,72.0,0.12,1.4,-1.2799999999999998,72.12,73.4,-1.2800000000000011,0.8793937305515279,0.7385489458759964
sample,99,20260919031640,20260919031641,168,shared,Monta Ellis (PO),GSW,33,66.0,-1.18,-0.87,-0.30999999999999994,64.82,65.13,-0.3100000000000023,0.8211841659112983,0.6614187383758853
sample,99,20260919031640,20260919031641,178,shared,Tyreke Evans (PO),CHI,29,66.0,-0.09,1.17,-1.26,65.91,67.17,-1.2600000000000051,0.8176709965419212,0.921735298009119
sample,99,20260919031640,20260919031641,181,shared,Kenneth Faried,DEN,29,57.0,-0.46,0.59,-1.05,56.54,57.59,-1.0500000000000043,1.234356659817722,0.9857059204530333
sample,99,20260919031640,20260919031641,182,shared,Jordan Farmar,POR,32,56.0,-1.66,-2.13,0.47,54.34,53.87,0.47000000000000597,1.3500467631257307,0.960376609629385
sample,99,20260919031640,20260919031641,183,shared,Derrick Favors,WAS,27,63.0,-0.12,0.89,-1.01,62.88,63.89,-1.009999999999998,0.9564243173129149,0.750689918365335
sample,99,20260919031640,20260919031641,187,shared,Landry Fields (PO),HOU,30,58.0,-0.83,-0.04,-0.7899999999999999,57.17,57.96,-0.7899999999999991,0.8882510337679876,0.7374539876076227
sample,99,20260919031640,20260919031641,198,shared,Channing Frye,DET,35,56.0,-2.93,-4.79,1.8599999999999999,53.07,51.21,1.8599999999999994,1.6468825769380835,1.3801990780135647
sample,99,20260919031640,20260919031641,201,shared,Sundiata Gaines,OKC,32,54.0,-1.73,-2.76,1.0299999999999998,52.27,51.24,1.0300000000000011,2.5419907890700886,1.1202452833864087
sample,99,20260919031640,20260919031641,203,shared,Danilo Gallinari (PO),LAC,30,65.0,-0.75,1.11,-1.86,64.25,66.11,-1.8599999999999994,0.9031370691409831,0.8027100562117272
sample,99,20260919031640,20260919031641,206,shared,Marc Gasol (PO),CLE,33,64.0,-1.32,-0.86,-0.4600000000000001,62.68,63.14,-0.46000000000000085,0.9087676192837119,0.6669696281304607
sample,99,20260919031640,20260919031641,208,shared,Rudy Gay,DEN,32,70.0,-1.28,-2.05,0.7699999999999998,68.72,67.95,0.769999999999996,0.8050346626579554,0.6871842709362768
sample,99,20260919031640,20260919031641,209,shared,Alonzo Gee,IND,31,61.0,-0.45,-1.38,0.9299999999999999,60.55,59.62,0.9299999999999997,0.8211226608993472,0.6321360293449184
sample,99,20260919031640,20260919031641,211,shared,Paul George,LAC,28,70.0,-0.59,0.53,-1.12,69.41,70.53,-1.1200000000000045,0.8656754238130706,0.7028800779936816
sample,99,20260919031640,20260919031641,223,shared,Eric Gordon (PO),OKC,30,59.0,-0.62,0.37,-0.99,58.38,59.37,-0.9899999999999949,1.1439785263224431,0.733815268637038
sample,99,20260919031640,20260919031641,224,shared,Marcin Gortat,IND,34,60.0,-1.72,-1.69,-0.030000000000000027,58.28,58.31,-0.030000000000001137,0.9329003324594919,0.6307763374436204
sample,99,20260919031640,20260919031641,226,shared,Danny Granger,CHA,35,58.0,-2.61,-2.96,0.3500000000000001,55.39,55.04,0.3500000000000014,0.8749603165604456,0.8636310472988946
sample,99,20260919031640,20260919031641,228,shared,Danny Green,HOU,31,59.0,-1.3,-1.88,0.5799999999999998,57.7,57.12,0.5800000000000054,0.9692233691951198,0.8561128973034416
sample,99,20260919031640,20260919031641,229,shared,Donté Greene (PO),SAC,30,59.0,-0.68,0.05,-0.7300000000000001,58.32,59.05,-0.7299999999999969,1.0906396973771628,0.7961396760860395
sample,99,20260919031640,20260919031641,231,shared,Jeff Green,HOU,32,56.0,-0.52,-0.76,0.24,55.48,55.24,0.23999999999999488,1.0775955276503895,0.7800543881581902
sample,99,20260919031640,20260919031641,234,shared,Blake Griffin (PO),DET,29,66.0,-0.24,1.1,-1.34,65.76,67.1,-1.3399999999999892,0.8542230210530326,0.8932971498777983
sample,99,20260919031640,20260919031641,243,shared,James Harden (PO),DET,29,73.0,0.1,0.51,-0.41000000000000003,73.1,73.51,-0.4100000000000108,0.7849596270902193,0.7176701923937658
sample,99,20260919031640,20260919031641,245,shared,Josh Harrellson,SA,29,56.0,-1.01,-0.54,-0.47,54.99,55.46,-0.46999999999999886,1.7026123718829516,1.8771351479412353
sample,99,20260919031640,20260919031641,247,shared,Devin Harris,MIA,35,56.0,-3.4,-4.28,0.8800000000000003,52.6,51.72,0.8800000000000026,1.8034758807716977,1.279835848060132
sample,99,20260919031640,20260919031641,248,shared,Manny Harris,WAS,29,66.0,-0.12,0.99,-1.1099999999999999,65.88,66.99,-1.1099999999999994,0.9132028219072659,0.6589707309451796
sample,99,20260919031640,20260919031641,258,shared,Gordon Hayward,UTA,28,73.0,-0.37,0.85,-1.22,72.63,73.85,-1.2199999999999989,0.8836906081367453,0.6415731927193978
sample,99,20260919031640,20260919031641,265,shared,Roy Hibbert,SA,32,61.0,-1.3,-1.64,0.33999999999999986,59.7,59.36,0.3400000000000034,1.020001980588293,0.6893123494842633
sample,99,20260919031640,20260919031641,269,shared,George Hill,GSW,32,54.0,-1.92,-2.45,0.5300000000000002,52.08,51.55,0.5300000000000011,2.0134898594583026,1.4310764472870754
sample,99,20260919031640,20260919031641,271,shared,Jordan Hill,DAL,31,61.0,-1.22,-1.23,0.010000000000000009,59.78,59.77,0.00999999999999801,0.949002666279743,0.8022065529122492
sample,99,20260919031640,20260919031641,274,shared,Jrue Holiday (PO),CLE,28,71.0,0.1,0.72,-0.62,71.1,71.72,-0.6200000000000045,0.8468599159080072,0.6525784135708028
sample,99,20260919031640,20260919031641,277,shared,Al Horford,DAL,32,61.0,-0.21,-0.24,0.03,60.79,60.76,0.030000000000001137,0.890976084885775,0.683425714376264
sample,99,20260919031640,20260919031641,280,shared,Dwight Howard (PO),WAS,33,74.0,-0.4,-0.47,0.06999999999999995,73.6,73.53,0.06999999999999318,0.816496580927726,0.6735253251633257
sample,99,20260919031640,20260919031641,287,shared,Kris Humphries (PO),NYK,33,57.0,-1.61,-1.23,-0.3800000000000001,55.39,55.77,-0.38000000000000256,0.897752524897366,0.8270062840990956
sample,99,20260919031640,20260919031641,289,shared,Andre Iguodala (PO),LAC,34,65.0,-1.28,-1.23,-0.050000000000000044,63.72,63.77,-0.05000000000000426,0.8770934552788142,0.7086051171994259
sample,99,20260919031640,20260919031641,290,shared,Ersan İlyasova (PO),OKC,31,65.0,-0.51,-0.87,0.36,64.49,64.13,0.35999999999999943,0.9044781965756876,0.69128777501037
sample,99,20260919031640,20260919031641,291,shared,Kyrie Irving,MIN,26,68.0,2.24,1.24,1.0000000000000002,70.24,69.24,1.0,1.264272058689837,0.6834257143762642
sample,99,20260919031640,20260919031641,295,shared,Jarrett Jack,NOL,35,52.0,-4.23,-6.83,2.5999999999999996,47.77,45.17,2.6000000000000014,1.6134222364685917,1.4146063449281958
sample,99,20260919031640,20260919031641,299,shared,LeBron James (PO),CLE,34,76.0,-0.51,-0.24,-0.27,75.49,75.76,-0.27000000000001023,0.7848952835000386,0.49482166974424724
sample,99,20260919031640,20260919031641,303,shared,Al Jefferson (PO),WAS,33,63.0,-1.38,-1.47,0.09000000000000008,61.62,61.53,0.0899999999999963,1.1080969216989949,0.7310570733153768
sample,99,20260919031640,20260919031641,308,shared,Brandon Jennings (PO),IND,29,66.0,0.45,1.16,-0.71,66.45,67.16,-0.7099999999999937,1.5000000000000004,0.7483314773547884
sample,99,20260919031640,20260919031641,309,shared,Jonas Jerebko (TO),CHI,31,64.0,-0.76,-0.74,-0.020000000000000018,63.24,63.26,-0.01999999999999602,0.9440938148897764,0.7333333333333332
sample,99,20260919031640,20260919031641,318,shared,James Johnson,HOU,31,58.0,-0.86,-2.99,2.1300000000000003,57.14,55.01,2.1300000000000026,0.9103223982122315,0.6112580172368814
sample,99,20260919031640,20260919031641,320,shared,Joe Johnson (PO),TOR,37,58.0,-3.43,-3.3,-0.13000000000000034,54.57,54.7,-0.13000000000000256,1.2890760922913633,1.0298573010888745
sample,99,20260919031640,20260919031641,332,shared,DeAndre Jordan,SAC,30,58.0,-1.08,-0.27,-0.81,56.92,57.73,-0.8099999999999952,1.1252833537658975,0.8022065529122492
sample,99,20260919031640,20260919031641,337,shared,Enes Kanter,LAL,26,66.0,1.32,1.18,0.14000000000000012,67.32,67.18,0.13999999999998636,0.8273115763993903,0.6872577626503991
sample,99,20260919031640,20260919031641,342,shared,Andrei Kirilenko,UTA,37,55.0,-7.2,-7.53,0.33000000000000007,47.8,47.47,0.3299999999999983,1.435481125130547,1.527227632811901
sample,99,20260919031640,20260919031641,343,shared,Linas Kleiza (PO),LAL,33,61.0,-1.83,-1.48,-0.3500000000000001,59.17,59.52,-0.3500000000000014,0.9749902874419111,0.7974707492814993
sample,99,20260919031640,20260919031641,344,shared,Brandon Knight,CHA,27,67.0,0.11,0.79,-0.68,67.11,67.79,-0.6800000000000068,0.7771353768420236,0.6860073327640607
sample,99,20260919031640,20260919031641,346,shared,Kosta Koufos (TO),LAC,29,61.0,-0.47,0.99,-1.46,60.53,61.99,-1.4600000000000009,0.9582707489445913,0.6275654418770873
sample,99,20260919031640,20260919031641,350,shared,Ty Lawson,DEN,31,68.0,-0.46,-1.16,0.7,67.54,66.84,0.7000000000000028,0.7305733185227705,0.8005048911831089
sample,99,20260919031640,20260919031641,351,shared,Courtney Lee,SAC,33,57.0,-1.78,-1.62,-0.15999999999999992,55.22,55.38,-0.1600000000000037,1.1940932065205736,0.8851182652246778
sample,99,20260919031640,20260919031641,352,shared,David Lee,DET,35,57.0,-3.21,-4.56,1.3499999999999996,53.79,52.44,1.3500000000000014,1.5327732837552785,1.4724404259870105
sample,99,20260919031640,20260919031641,354,shared,Kawhi Leonard,SA,27,75.0,0.26,0.51,-0.25,75.26,75.51,-0.25,0.8117819282232753,0.7034546786030248
sample,99,20260919031640,20260919031641,359,shared,Jeremy Lin,MIA,30,57.0,-0.33,0.22,-0.55,56.67,57.22,-0.5499999999999972,0.9217352980091192,0.7327821620165825
sample,99,20260919031640,20260919031641,361,shared,Brook Lopez (TO),UTA,30,62.0,-1.14,0.82,-1.96,60.86,62.82,-1.9600000000000009,0.9213516640723504,0.8087900927567141
sample,99,20260919031640,20260919031641,362,shared,Robin Lopez,DET,30,54.0,-1.82,-1.22,-0.6000000000000001,52.18,52.78,-0.6000000000000014,2.1898756940875788,1.1940932065205736
sample,99,20260919031640,20260919031641,363,shared,Kevin Love (PO),SAC,30,77.0,0.21,1.3,-1.09,77.21,78.3,-1.0900000000000034,0.6711214796175429,0.4605661864718383
sample,99,20260919031640,20260919031641,365,shared,Kyle Lowry,SA,32,65.0,0.0,-0.95,0.95,65.0,64.05,0.9500000000000028,0.8761716542303613,0.7017294652672371
sample,99,20260919031640,20260919031641,381,shared,Kevin Martin (PO),HOU,35,64.0,-1.84,-2.31,0.47,62.16,61.69,0.46999999999999886,0.8844332774281064,0.6145541210314741
sample,99,20260919031640,20260919031641,384,shared,Wesley Matthews (PO),WAS,32,64.0,-1.19,-2.02,0.8300000000000001,62.81,61.98,0.8300000000000054,0.9918353561642043,0.8525659428271147
sample,99,20260919031640,20260919031641,387,shared,O.J. Mayo (PO),LAC,31,62.0,-0.62,-1.48,0.86,61.38,60.52,0.8599999999999994,1.0128467731392472,0.7174590404667536
sample,99,20260919031640,20260919031641,388,shared,Luc Mbah a Moute,MEM,32,53.0,-1.67,-2.18,0.5100000000000002,51.33,50.82,0.509999999999998,2.370078633141257,1.1580199052736966
sample,99,20260919031640,20260919031641,390,shared,JaVale McGee (PO),MIA,30,60.0,-0.77,0.56,-1.33,59.23,60.56,-1.3300000000000054,0.9412542674323426,0.8080404030302525
sample,99,20260919031640,20260919031641,397,shared,Jodie Meeks,POR,31,52.0,-2.14,-2.37,0.22999999999999998,49.86,49.63,0.22999999999999687,2.5663714903074006,1.3973640408376993
sample,99,20260919031640,20260919031641,406,shared,Paul Millsap (PO),UTA,33,68.0,-1.23,-0.75,-0.48,66.77,67.25,-0.480000000000004,0.8391313449880262,0.6092717958449426
sample,99,20260919031640,20260919031641,412,shared,Greg Monroe,UTA,28,56.0,-0.27,1.4,-1.67,55.73,57.4,-1.6700000000000017,0.9412542674323425,0.6816498108607268
sample,99,20260919031640,20260919031641,414,shared,E'Twaun Moore,LAL,29,40.0,-0.87,-3.33,2.46,39.13,36.67,2.460000000000001,4.457781755741097,4.266512781315827
sample,99,20260919031640,20260919031641,416,shared,Darius Morris (PO),WAS,27,59.0,0.05,0.12,-0.06999999999999999,59.05,59.12,-0.07000000000000028,1.1752927853573898,1.1035296904831233
sample,99,20260919031640,20260919031641,419,shared,Anthony Morrow,OKC,33,57.0,-2.14,-1.93,-0.2100000000000002,54.86,55.07,-0.21000000000000085,1.3854948428615532,0.855817879238476
sample,99,20260919031640,20260919031641,432,shared,Joakim Noah (PO),MEM,33,62.0,-0.73,-0.23,-0.5,61.27,61.77,-0.5,0.9519252156349344,0.6490863820117715
sample,99,20260919031640,20260919031641,434,shared,Steve Novak,DET,35,53.0,-4.86,-6.06,1.1999999999999993,48.14,46.94,1.2000000000000028,2.7192542055393485,1.4129273287623947
sample,99,20260919031640,20260919031641,435,shared,Dirk Nowitzki,DAL,40,50.0,-10.23,-6.03,-4.2,39.77,43.97,-4.199999999999996,2.233152412391437,1.3139115785940982
sample,99,20260919031640,20260919031641,436,shared,Greg Oden,OKC,30,59.0,-0.42,1.22,-1.64,58.58,60.22,-1.6400000000000006,1.0841372308677233,0.7327821620165826
sample,99,20260919031640,20260919031641,446,shared,Zaza Pachulia,CLE,34,54.0,-3.8,-5.3,1.5,50.2,48.7,1.5,1.847739541748624,0.8819171036881965
sample,99,20260919031640,20260919031641,451,shared,Tony Parker,OKC,36,57.0,-3.13,-3.37,0.2400000000000002,53.87,53.63,0.23999999999999488,1.6308577404841207,1.0015644328406001
sample,99,20260919031640,20260919031641,454,shared,Chris Paul (PO),LAC,33,77.0,-0.43,-0.65,0.22000000000000003,76.57,76.35,0.21999999999999886,0.7420283421851624,0.5751591786697667
sample,99,20260919031640,20260919031641,457,shared,Nikola Peković,MEM,32,56.0,-0.71,-1.4,0.69,55.29,54.6,0.6899999999999977,1.2656694639277637,0.7385489458759962
sample,99,20260919031640,20260919031641,464,shared,Paul Pierce (PO),MIA,41,55.0,-9.64,-5.71,-3.9300000000000006,45.36,49.29,-3.9299999999999997,1.997574286554327,1.3506077943434998
sample,99,20260919031640,20260919031641,481,shared,Zach Randolph,OKC,37,52.0,-5.34,-5.28,-0.05999999999999961,46.66,46.72,-0.060000000000002274,2.527505257815071,1.3187076624445235
sample,99,20260919031640,20260919031641,483,shared,JJ Redick,DEN,34,57.0,-1.35,-1.29,-0.06000000000000005,55.65,55.71,-0.060000000000002274,0.8087276451565163,0.6243380332784315
sample,99,20260919031640,20260919031641,493,shared,Nate Robinson,SAC,34,56.0,-2.05,-1.85,-0.19999999999999973,53.95,54.15,-0.19999999999999574,1.5,0.9031370691409834
sample,99,20260919031640,20260919031641,497,shared,Rajon Rondo (TO),UTA,32,67.0,-0.47,-1.05,0.5800000000000001,66.53,65.95,0.5799999999999983,0.9687542766279015,0.701729465267237
sample,99,20260919031640,20260919031641,498,shared,Derrick Rose (PO),OKC,30,64.0,0.1,1.49,-1.39,64.1,65.49,-1.3900000000000006,0.9265990819042822,0.7587203474644434
sample,99,20260919031640,20260919031641,515,shared,Kevin Séraphin (PO),WAS,29,58.0,-1.1,-0.03,-1.07,56.9,57.97,-1.0700000000000003,1.259308773041221,0.6735253251633257
sample,99,20260919031640,20260919031641,516,shared,Ramon Sessions,CHA,32,58.0,-0.65,-1.52,0.87,57.35,56.48,0.8700000000000045,0.8689364217539192,0.7032392583932259
sample,99,20260919031640,20260919031641,519,shared,Iman Shumpert (PO),CHI,28,59.0,-0.33,-0.19,-0.14,58.67,58.81,-0.14000000000000057,1.504572156374487,0.706320670013903
sample,99,20260919031640,20260919031641,526,shared,Donald Sloan,MIN,30,54.0,-1.54,-1.99,0.44999999999999996,52.46,52.01,0.45000000000000284,2.1528463658021386,1.445962683062077
sample,99,20260919031640,20260919031641,528,shared,Greg Smith,POR,27,60.0,0.11,-0.06,0.16999999999999998,60.11,59.94,0.1700000000000017,1.9010629668794254,0.9300809131739589
sample,99,20260919031640,20260919031641,532,shared,Josh Smith (PO),SAC,33,70.0,-0.02,-0.29,0.26999999999999996,69.98,69.71,0.27000000000001023,0.8525659428271145,0.7005769628014332
sample,99,20260919031640,20260919031641,533,shared,J.R. Smith (PO),WAS,33,58.0,-1.66,-1.56,-0.09999999999999987,56.34,56.44,-0.09999999999999432,1.3349989596333858,0.6562827673397121
sample,99,20260919031640,20260919031641,536,shared,Tiago Splitter,SAC,33,57.0,-1.79,-1.62,-0.16999999999999993,55.21,55.38,-0.1700000000000017,1.289389488294849,0.6783819132332614
sample,99,20260919031640,20260919031641,545,shared,Rodney Stuckey (PO),CHI,32,64.0,-1.34,-1.73,0.3899999999999999,62.66,62.27,0.38999999999999346,0.9235417115264978,0.6644660649838722
sample,99,20260919031640,20260919031641,547,shared,Jeff Teague (PO),DET,30,69.0,-0.02,1.23,-1.25,68.98,70.23,-1.25,0.8873977391647712,0.7086051171994259
sample,99,20260919031640,20260919031641,553,shared,Isaiah Thomas,DAL,29,55.0,-0.7,-0.03,-0.6699999999999999,54.3,54.97,-0.6700000000000017,1.8989630344113089,1.2906423113154069
sample,99,20260919031640,20260919031641,560,shared,Klay Thompson,MIN,28,63.0,-0.86,-0.09,-0.77,62.14,62.91,-0.769999999999996,0.9103223982122316,0.6830561152391921
